name,link,score,location,date,state,city,address,map links,views,likes,cLink,cust_Score,num_Revs
Tony's Pizza,https://onebite.app/restaurant/tonys-pizza-brooklyn-ny-b4332df2/review/b09ec367-0062-4d72-915c-77394b37f759,7.9,"Brooklyn, NY",2019-03-12 22:00:00.000000,NY,Brooklyn,"355 Graham Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Tony's%2BPizza%2C%2B355%2BGraham%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11211,17800,965,https://onebite.app/restaurant/tonys-pizza-brooklyn-ny-b4332df2,7.5,23.0
Carmine's Pizzeria,https://onebite.app/restaurant/carmines-pizzeria-brooklyn-ny-74304e1e/review/c1b19aaa-86fd-477d-a8bb-6fee987125d0,7.8,"Brooklyn, NY",2019-03-11 22:00:00.000000,NY,Brooklyn,"358 Graham Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Carmine's%2BPizzeria%2C%2B358%2BGraham%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11211,18119,961,https://onebite.app/restaurant/carmines-pizzeria-brooklyn-ny-74304e1e,7.3,33.0
Totonno's,https://onebite.app/restaurant/totonnos-brooklyn-ny-2ee559f5/review/0f5d6803-2c98-4127-91e4-3bb37f251fc0,8.1,"Brooklyn, NY",2019-03-08 23:00:00.000000,NY,Brooklyn,"1524 Neptune Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Totonno's%2C%2B1524%2BNeptune%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11224,25356,1222,https://onebite.app/restaurant/totonnos-brooklyn-ny-2ee559f5,8.6,77.0
Krispy Pizza,https://onebite.app/restaurant/krispy-pizza-jersey-city-nj-adad2921/review/4125aca3-6fbb-4927-9362-a9ca411d7e2e,6.2,"Jersey City, NJ",2019-03-07 23:00:00.000000,NJ,Jersey City,"33 Hudson St, Jersey City, NJ",https://google.com/maps/dir/?api=1&destination=Krispy%2BPizza%2C%2B33%2BHudson%2BSt%2C%2BJersey%2BCity%2C%2BNJ%2C%2B07302,18470,1109,https://onebite.app/restaurant/krispy-pizza-jersey-city-nj-adad2921,7.1,31.0
Good Pie,https://onebite.app/restaurant/good-pie-las-vegas-nv-a3147a4b/review/f06e9160-2bf2-4832-8641-48584468e3ff,7.2,"Las Vegas, NV",2019-03-06 00:00:00.000000,NV,Las Vegas,"1212 S Main St, Las Vegas, NV",https://google.com/maps/dir/?api=1&destination=Good%2BPie%2C%2B1212%2BS%2BMain%2BSt%2C%2BLas%2BVegas%2C%2BNV%2C%2B89104,19791,1142,https://onebite.app/restaurant/good-pie-las-vegas-nv-a3147a4b,7.6,35.0
King Umberto's of Elmont,https://onebite.app/restaurant/king-umbertos-of-elmont-elmont-ny-c4f73e5e/review/e660cb4e-049d-4529-a4b0-2e021a9156b4,8.1,"Elmont, NY",2019-03-01 23:00:00.000000,NY,Elmont,"1343 Hempstead Tpke, Elmont, NY",https://google.com/maps/dir/?api=1&destination=King%2BUmberto's%2Bof%2BElmont%2C%2B1343%2BHempstead%2BTpke%2C%2BElmont%2C%2BNY%2C%2B11003,25138,1534,https://onebite.app/restaurant/king-umbertos-of-elmont-elmont-ny-c4f73e5e,8.1,67.0
Vezzo,https://onebite.app/restaurant/vezzo-new-york-ny-453a2794/review/8c17c910-7c68-4c9c-8e64-d0b596386996,7.7,"New York, NY",2019-02-28 23:00:00.000000,NY,New York,"178 Lexington Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Vezzo%2C%2B178%2BLexington%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10016,21879,1988,https://onebite.app/restaurant/vezzo-new-york-ny-453a2794,8.0,95.0
Starbucks Reserve Roastery N...,https://onebite.app/restaurant/starbucks-reserve-roastery-new-york-new-york-ny-8ccdf4e6/review/63b25b35-b555-4d0a-b634-c062f4fbbf00,6.8,"New York, NY",2019-02-27 23:00:00.000000,NY,New York,"61 9th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Starbucks%2BReserve%2BRoastery%2BNew%2BYork%2C%2B61%2B9th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10011,20075,1123,https://onebite.app/restaurant/starbucks-reserve-roastery-new-york-new-york-ny-8ccdf4e6,7.0,4.0
Deninos Pizzeria Tavern,https://onebite.app/restaurant/deninos-pizzeria-tavern-staten-island-ny-96edbdd0/review/005181f4-a511-4818-8c5d-bdc1558c52cc,8.1,"Staten Island, NY",2019-02-26 23:00:00.000000,NY,Staten Island,"524 Port Richmond Ave, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=Deninos%2BPizzeria%2BTavern%2C%2B524%2BPort%2BRichmond%2BAve%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10302,25582,1116,https://onebite.app/restaurant/deninos-pizzeria-tavern-staten-island-ny-96edbdd0,8.4,123.0
Brother's Pizzeria,https://onebite.app/restaurant/brothers-pizzeria-staten-island-ny-f1c25640/review/664df059-c0cb-471b-9ed3-4f232a7bfc91,7.9,"Staten Island, NY",2019-02-25 23:00:00.000000,NY,Staten Island,"750 Port Richmond Ave, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=Brother's%2BPizzeria%2C%2B750%2BPort%2BRichmond%2BAve%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10302,23370,1351,https://onebite.app/restaurant/brothers-pizzeria-staten-island-ny-f1c25640,8.2,60.0
Pizza Town USA,https://onebite.app/restaurant/pizza-town-usa-elmwood-park-nj-542bc56a/review/26e5b0cf-faba-4417-ba37-18e7d653867b,7.5,"Elmwood Park, NJ",2019-02-22 23:00:00.000000,NJ,Elmwood Park,"89 US Hwy 46, Elmwood Park, NJ",https://google.com/maps/dir/?api=1&destination=Pizza%2BTown%2BUSA%2C%2B89%2BUS%2BHwy%2B46%2C%2BElmwood%2BPark%2C%2BNJ%2C%2B07407,21327,1809,https://onebite.app/restaurant/pizza-town-usa-elmwood-park-nj-542bc56a,7.7,98.0
Canal Pizza,https://onebite.app/restaurant/canal-pizza-new-york-ny-95171b2e/review/5ae349d7-8d55-4f4d-aef8-f1ec1c10a881,1.7,"New York, NY",2019-02-21 23:00:00.000000,NY,New York,"89 Canal St, New York, NY",https://google.com/maps/dir/?api=1&destination=Canal%2BPizza%2C%2B89%2BCanal%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10002,20350,1299,https://onebite.app/restaurant/canal-pizza-new-york-ny-95171b2e,5.0,7.0
Pizza Al Fresco,https://onebite.app/restaurant/pizza-al-fresco-palm-beach-fl-99cca9e3/review/e8d459e6-1439-4c60-b5c7-c67f06689a3f,2.2,"Palm Beach, FL",2019-02-20 23:00:00.000000,FL,Palm Beach,"14 Via Mizner, Palm Beach, FL",https://google.com/maps/dir/?api=1&destination=Pizza%2BAl%2BFresco%2C%2B14%2BVia%2BMizner%2C%2BPalm%2BBeach%2C%2BFL%2C%2B33480,24242,1007,https://onebite.app/restaurant/pizza-al-fresco-palm-beach-fl-99cca9e3,6.8,10.0
Harry's Italian,https://onebite.app/restaurant/harrys-italian-new-york-ny-b1939686/review/f1c704f7-0fa6-4948-a520-0bc53e832ac5,7.7,"New York, NY",2019-02-19 23:00:00.000000,NY,New York,"2 Gold St, New York, NY",https://google.com/maps/dir/?api=1&destination=Harry's%2BItalian%2C%2B2%2BGold%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10038,18965,1057,https://onebite.app/restaurant/harrys-italian-new-york-ny-b1939686,7.7,21.0
Chuck E. Cheese,https://onebite.app/restaurant/chuck-e-cheese-west-melbourne-fl-b2b14a29/review/507a7c76-cae5-4fd6-b7ee-57958debc082,6.0,"West Melbourne, FL",2019-02-18 23:00:00.000000,FL,West Melbourne,"2250 Coastal Ln, West Melbourne, FL",https://google.com/maps/dir/?api=1&destination=Chuck%2BE.%2BCheese%2C%2B2250%2BCoastal%2BLn%2C%2BWest%2BMelbourne%2C%2BFL%2C%2B32904,20137,1270,https://onebite.app/restaurant/chuck-e-cheese-west-melbourne-fl-b2b14a29,6.1,3.0
Napoli Pizza,https://onebite.app/restaurant/napoli-pizza-daytona-beach-fl-bab6708a/review/acb9a1f7-8d44-4022-837e-1717891463b6,6.6,"Daytona Beach, FL",2019-02-17 17:00:00.000000,FL,Daytona Beach,"301 N Atlantic Ave, Daytona Beach, FL",https://google.com/maps/dir/?api=1&destination=Napoli%2BPizza%2C%2B301%2BN%2BAtlantic%2BAve%2C%2BDaytona%2BBeach%2C%2BFL%2C%2B32118,19189,1182,https://onebite.app/restaurant/napoli-pizza-daytona-beach-fl-bab6708a,6.0,32.0
Pizza Girls WPB,https://onebite.app/restaurant/pizza-girls-wpb-west-palm-beach-fl-14b2fe1e/review/2d107c56-9756-4e05-8927-eca34b978397,6.9,"West Palm Beach, FL",2019-02-14 23:00:00.000000,FL,West Palm Beach,"114 S Clematis St, West Palm Beach, FL",https://google.com/maps/dir/?api=1&destination=Pizza%2BGirls%2BWPB%2C%2B114%2BS%2BClematis%2BSt%2C%2BWest%2BPalm%2BBeach%2C%2BFL%2C%2B33401,24570,1164,https://onebite.app/restaurant/pizza-girls-wpb-west-palm-beach-fl-14b2fe1e,6.3,16.0
Eddie & Sam's NY Pizza,https://onebite.app/restaurant/eddie-and-sams-ny-pizza-tampa-fl-99cb3c92/review/30fa71e0-71ff-46ef-8ed8-d23eadf3ba87,7.1,"Tampa, FL",2019-02-13 23:00:00.000000,FL,Tampa,"203 E Twiggs St, Tampa, FL",https://google.com/maps/dir/?api=1&destination=Eddie%2B%26%2BSam's%2BNY%2BPizza%2C%2B203%2BE%2BTwiggs%2BSt%2C%2BTampa%2C%2BFL%2C%2B33602,25613,1039,https://onebite.app/restaurant/eddie-and-sams-ny-pizza-tampa-fl-99cb3c92,7.5,127.0
La Vera Pizzeria,https://onebite.app/restaurant/la-vera-pizzeria-new-york-ny-df95769d/review/04d453b5-97ea-4303-8322-2709217d0ba6,6.7,"New York, NY",2019-02-12 23:00:00.000000,NY,New York,"350 3rd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=La%2BVera%2BPizzeria%2C%2B350%2B3rd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10010,17414,1102,https://onebite.app/restaurant/la-vera-pizzeria-new-york-ny-df95769d,7.0,25.0
Salvo's Pizzabar,https://onebite.app/restaurant/salvos-pizzabar-new-york-ny-7a41d13f/review/b5a15eaa-ffc0-4ffc-b551-a8d6a416197a,7.8,"New York, NY",2019-02-11 23:00:00.000000,NY,New York,"1477 York Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Salvo's%2BPizzabar%2C%2B1477%2BYork%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10075,19934,1404,https://onebite.app/restaurant/salvos-pizzabar-new-york-ny-7a41d13f,7.4,38.0
Johnny's Pizzeria,https://onebite.app/restaurant/johnnys-pizzeria-mount-vernon-ny-0b38f7f5/review/010a34a2-2e89-452f-aad7-817358aaf3f5,9.1,"Mount Vernon, NY",2019-02-07 23:00:00.000000,NY,Mount Vernon,"30 W Lincoln Ave, Mount Vernon, NY",https://google.com/maps/dir/?api=1&destination=Johnny's%2BPizzeria%2C%2B30%2BW%2BLincoln%2BAve%2C%2BMount%2BVernon%2C%2BNY%2C%2B10550,45528,2625,https://onebite.app/restaurant/johnnys-pizzeria-mount-vernon-ny-0b38f7f5,8.9,230.0
Slice Downtown,https://onebite.app/restaurant/slice-downtown-atlanta-ga-6326ca65/review/3aae91dc-dabf-49eb-ae05-35bb2976a19d,6.8,"Atlanta, GA",2019-02-06 23:00:00.000000,GA,Atlanta,"85 Poplar St NW, Atlanta, GA",https://google.com/maps/dir/?api=1&destination=Slice%2BDowntown%2C%2B85%2BPoplar%2BSt%2BNW%2C%2BAtlanta%2C%2BGA%2C%2B30303,14660,725,https://onebite.app/restaurant/slice-downtown-atlanta-ga-6326ca65,6.9,16.0
Buckhead Pizza,https://onebite.app/restaurant/buckhead-pizza-atlanta-ga-afd45704/review/f4e70b92-cbaa-4608-a68d-61eb1d762729,7.2,"Atlanta, GA",2019-02-05 23:00:00.000000,GA,Atlanta,"3324 Peachtree Rd, Atlanta, GA",https://google.com/maps/dir/?api=1&destination=Buckhead%2BPizza%2C%2B3324%2BPeachtree%2BRd%2C%2BAtlanta%2C%2BGA%2C%2B30326,17999,1074,https://onebite.app/restaurant/buckhead-pizza-atlanta-ga-afd45704,6.9,16.0
Cosmo's Original Little Ital...,https://onebite.app/restaurant/cosmos-original-little-italy-pizza-lawrenceville-ga-97096db8/review/126ff3f9-6e7b-4a91-b820-23de2e45f11e,7.1,"Lawrenceville, GA",2019-02-04 23:00:00.000000,GA,Lawrenceville,"144 E Crogan St, Lawrenceville, GA",https://google.com/maps/dir/?api=1&destination=Cosmo's%2BOriginal%2BLittle%2BItaly%2BPizza%2C%2B144%2BE%2BCrogan%2BSt%2C%2BLawrenceville%2C%2BGA%2C%2B30045,20907,1012,https://onebite.app/restaurant/cosmos-original-little-italy-pizza-lawrenceville-ga-97096db8,7.2,25.0
Piubello,https://onebite.app/restaurant/piubello-atlanta-ga-c31f377f/review/aeb10f12-86fb-4654-b2a1-d69f99ecf3d2,5.9,"Atlanta, GA",2019-02-01 23:00:00.000000,GA,Atlanta,"3330 Piedmont Rd NE, Atlanta, GA",https://google.com/maps/dir/?api=1&destination=Piubello%2C%2B3330%2BPiedmont%2BRd%2BNE%2C%2BAtlanta%2C%2BGA%2C%2B30305,18382,956,https://onebite.app/restaurant/piubello-atlanta-ga-c31f377f,6.5,8.0
Marcello's Pizza & Subs,https://onebite.app/restaurant/marcellos-pizza-and-subs-atlanta-ga-3e450185/review/c2c65966-37be-4eb0-81ab-65c74c5601fe,7.4,"Atlanta, GA",2019-01-31 23:00:00.000000,GA,Atlanta,"3655 Roswell Rd NE, Atlanta, GA",https://google.com/maps/dir/?api=1&destination=Marcello's%2BPizza%2B%26%2BSubs%2C%2B3655%2BRoswell%2BRd%2BNE%2C%2BAtlanta%2C%2BGA%2C%2B30342,18749,1057,https://onebite.app/restaurant/marcellos-pizza-and-subs-atlanta-ga-3e450185,6.9,18.0
Mellow Mushroom,https://onebite.app/restaurant/mellow-mushroom-alpharetta-ga-33f75a52/review/8770bd2f-469d-49a3-9bce-e013533f8f53,6.1,"Alpharetta, GA",2019-01-30 23:00:00.000000,GA,Alpharetta,"11770 Haynes Bridge Rd, Alpharetta, GA",https://google.com/maps/dir/?api=1&destination=Mellow%2BMushroom%2C%2B11770%2BHaynes%2BBridge%2BRd%2C%2BAlpharetta%2C%2BGA%2C%2B30009,21162,1381,https://onebite.app/restaurant/mellow-mushroom-alpharetta-ga-33f75a52,6.8,6.0
Fellini's Pizza,https://onebite.app/restaurant/fellinis-pizza-atlanta-ga-e141110c/review/7fe82395-adbb-45ce-89e9-262dbad6659a,7.2,"Atlanta, GA",2019-01-29 23:00:00.000000,GA,Atlanta,"1991 Howell Mill Rd NW, Atlanta, GA",https://google.com/maps/dir/?api=1&destination=Fellini's%2BPizza%2C%2B1991%2BHowell%2BMill%2BRd%2BNW%2C%2BAtlanta%2C%2BGA%2C%2B30318,19804,1153,https://onebite.app/restaurant/fellinis-pizza-atlanta-ga-e141110c,7.2,20.0
Antico Pizza,https://onebite.app/restaurant/antico-pizza-atlanta-ga-70f25d67/review/5ac928e2-46b5-4deb-8cab-88320677a0bf,8.3,"Atlanta, GA",2019-01-28 23:00:00.000000,GA,Atlanta,"1093 Hemphill Ave NW, Atlanta, GA",https://google.com/maps/dir/?api=1&destination=Antico%2BPizza%2C%2B1093%2BHemphill%2BAve%2BNW%2C%2BAtlanta%2C%2BGA%2C%2B30318,31139,1159,https://onebite.app/restaurant/antico-pizza-atlanta-ga-70f25d67,8.2,158.0
Enzo Bruni La Pizza Gourmet,https://onebite.app/restaurant/enzo-bruni-la-pizza-gourmet-new-york-ny-a604a0a0/review/5def0144-857b-49b6-bfa4-2cb51ba6e0f8,7.6,"New York, NY",2019-01-24 23:00:00.000000,NY,New York,"353 W 14th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Enzo%2BBruni%2BLa%2BPizza%2BGourmet%2C%2B353%2BW%2B14th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10014,19621,1132,https://onebite.app/restaurant/enzo-bruni-la-pizza-gourmet-new-york-ny-a604a0a0,7.8,19.0
Dani's House of Pizza,https://onebite.app/restaurant/danis-house-of-pizza-kew-gardens-ny-29e94949/review/33d0a00c-3751-4e43-8c01-edd59e583dff,7.4,"Kew Gardens, NY",2019-01-23 23:00:00.000000,NY,Kew Gardens,"81-28 Lefferts Blvd, Kew Gardens, NY",https://google.com/maps/dir/?api=1&destination=Dani's%2BHouse%2Bof%2BPizza%2C%2B81-28%2BLefferts%2BBlvd%2C%2BKew%2BGardens%2C%2BNY%2C%2B11415,22195,1217,https://onebite.app/restaurant/danis-house-of-pizza-kew-gardens-ny-29e94949,7.8,68.0
Woodpecker Pizza Bar & Grill...,https://onebite.app/restaurant/woodpecker-pizza-bar-and-grill-by-david-burke-new-york-ny-ad9610f4/review/8c64541d-1a99-4c2f-9ee8-cc8c20bee899,7.4,"New York, NY",2019-01-22 23:00:00.000000,NY,New York,"30 W 30th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Woodpecker%2BPizza%2BBar%2B%26%2BGrill%2Bby%2BDavid%2BBurke%2C%2B30%2BW%2B30th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,19681,1018,https://onebite.app/restaurant/woodpecker-pizza-bar-and-grill-by-david-burke-new-york-ny-ad9610f4,7.8,6.0
Costco,https://onebite.app/restaurant/costco-clifton-nj-c1679782/review/8798a688-562c-4c3f-8532-72b19de94a0f,1.9,"Clifton, NJ",2019-01-21 23:00:00.000000,NJ,Clifton,"20 Bridewell Pl, Clifton, NJ",https://google.com/maps/dir/?api=1&destination=Costco%2C%2B20%2BBridewell%2BPl%2C%2BClifton%2C%2BNJ%2C%2B07014,21408,1118,https://onebite.app/restaurant/costco-clifton-nj-c1679782,4.7,19.0
Santillo's Brick Oven Pizza,https://onebite.app/restaurant/santillos-brick-oven-pizza-elizabeth-nj-2ad85fb3/review/5ce124d5-b1a9-4a64-84ea-2fc6cf4efc74,8.3,"Elizabeth, NJ",2019-01-18 23:00:00.000000,NJ,Elizabeth,"639 S Broad St, Elizabeth, NJ",https://google.com/maps/dir/?api=1&destination=Santillo's%2BBrick%2BOven%2BPizza%2C%2B639%2BS%2BBroad%2BSt%2C%2BElizabeth%2C%2BNJ%2C%2B07202,26673,2491,https://onebite.app/restaurant/santillos-brick-oven-pizza-elizabeth-nj-2ad85fb3,8.4,235.0
Friendly Gourmet Pizza,https://onebite.app/restaurant/friendly-gourmet-pizza-new-york-ny-615a6db0/review/f3fc6be9-aff1-4638-a532-9477e670150b,4.8,"New York, NY",2019-01-17 23:00:00.000000,NY,New York,"59 Nassau St, New York, NY",https://google.com/maps/dir/?api=1&destination=Friendly%2BGourmet%2BPizza%2C%2B59%2BNassau%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10038,20598,1385,https://onebite.app/restaurant/friendly-gourmet-pizza-new-york-ny-615a6db0,6.3,11.0
Upside Pizza,https://onebite.app/restaurant/upside-pizza-new-york-ny-b2f3b6dd/review/0a6d9f5e-b1d9-4fd7-9055-0a43e55ded30,7.4,"New York, NY",2019-01-16 23:00:00.000000,NY,New York,"598 8th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Upside%2BPizza%2C%2B598%2B8th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10018,18814,1257,https://onebite.app/restaurant/upside-pizza-new-york-ny-b2f3b6dd,7.4,86.0
Santucci's Original Square P...,https://onebite.app/restaurant/santuccis-original-square-pizza-philadelphia-pa-e8f36672/review/38df6bb1-f22c-4490-b96e-1edc1f60c9bf,7.5,"Philadelphia, PA",2019-01-15 23:00:00.000000,PA,Philadelphia,"901 S 10th St, Philadelphia, PA",https://google.com/maps/dir/?api=1&destination=Santucci's%2BOriginal%2BSquare%2BPizza%2C%2B901%2BS%2B10th%2BSt%2C%2BPhiladelphia%2C%2BPA%2C%2B19147,28314,1189,https://onebite.app/restaurant/santuccis-original-square-pizza-philadelphia-pa-e8f36672,7.8,85.0
Lorenzo & Sons Pizza,https://onebite.app/restaurant/lorenzo-and-sons-pizza-philadelphia-pa-42bcb1f1/review/c6fbe05f-9ee3-40c5-a28c-647f39941977,6.5,"Philadelphia, PA",2019-01-14 23:00:00.000000,PA,Philadelphia,"305 S St, Philadelphia, PA",https://google.com/maps/dir/?api=1&destination=Lorenzo%2B%26%2BSons%2BPizza%2C%2B305%2BS%2BSt%2C%2BPhiladelphia%2C%2BPA%2C%2B19147,26003,1905,https://onebite.app/restaurant/lorenzo-and-sons-pizza-philadelphia-pa-42bcb1f1,6.5,92.0
Il Piccolo Bufalo,https://onebite.app/restaurant/il-piccolo-bufalo-new-york-ny-17088570/review/7e91f7c7-5043-441c-bd12-40181300d05b,7.4,"New York, NY",2019-01-10 23:00:00.000000,NY,New York,"141 Mulberry St, New York, NY",https://google.com/maps/dir/?api=1&destination=Il%2BPiccolo%2BBufalo%2C%2B141%2BMulberry%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10013,21165,1681,https://onebite.app/restaurant/il-piccolo-bufalo-new-york-ny-17088570,7.3,10.0
Made In New York Pizza,https://onebite.app/restaurant/made-in-new-york-pizza-new-york-ny-66a064cd/review/bd2a97ca-01c6-47ba-835f-739dc90abee2,7.9,"New York, NY",2019-01-09 23:00:00.000000,NY,New York,"421 Amsterdam Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Made%2BIn%2BNew%2BYork%2BPizza%2C%2B421%2BAmsterdam%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10024,19216,1406,https://onebite.app/restaurant/made-in-new-york-pizza-new-york-ny-66a064cd,7.8,85.0
Mama Rosa Pizza and Pasta,https://onebite.app/restaurant/mama-rosa-pizza-and-pasta-rutherford-nj-2f771616/review/3db82282-91c2-4abf-9667-2590b179752f,6.6,"Rutherford, NJ",2019-01-08 23:00:00.000000,NJ,Rutherford,"332 Union Ave, Rutherford, NJ",https://google.com/maps/dir/?api=1&destination=Mama%2BRosa%2BPizza%2Band%2BPasta%2C%2B332%2BUnion%2BAve%2C%2BRutherford%2C%2BNJ%2C%2B07070,16206,912,https://onebite.app/restaurant/mama-rosa-pizza-and-pasta-rutherford-nj-2f771616,6.8,19.0
Bill's Pizzeria Kitchen + Gr...,https://onebite.app/restaurant/bills-pizzeria-kitchen-grille-hopkinton-ma-46a84701/review/d3ad5085-99aa-4b9b-b48a-fc8c1ec6673c,6.4,"Hopkinton, MA",2019-01-07 23:00:00.000000,MA,Hopkinton,"14 Main St, Hopkinton, MA",https://google.com/maps/dir/?api=1&destination=Bill's%2BPizzeria%2BKitchen%2B%2B%2BGrille%2C%2B14%2BMain%2BSt%2C%2BHopkinton%2C%2BMA%2C%2B01748,15614,1195,https://onebite.app/restaurant/bills-pizzeria-kitchen-grille-hopkinton-ma-46a84701,6.3,9.0
Luna Ristorante,https://onebite.app/restaurant/luna-ristorante-new-york-ny-b59f83f6/review/bb1e1c22-f2e6-4d7e-a70c-b7d4e99ae6ee,5.8,"New York, NY",2019-01-04 23:00:00.000000,NY,New York,"115 Mulberry St, New York, NY",https://google.com/maps/dir/?api=1&destination=Luna%2BRistorante%2C%2B115%2BMulberry%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10013,16608,1359,https://onebite.app/restaurant/luna-ristorante-new-york-ny-b59f83f6,6.8,5.0
Da Gennaro,https://onebite.app/restaurant/da-gennaro-new-york-ny-e6d4fcd2/review/c89f6133-116f-40b8-84f2-91bc634e9628,6.2,"New York, NY",2019-01-03 23:00:00.000000,NY,New York,"129 Mulberry St, New York, NY",https://google.com/maps/dir/?api=1&destination=Da%2BGennaro%2C%2B129%2BMulberry%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10013,18038,904,https://onebite.app/restaurant/da-gennaro-new-york-ny-e6d4fcd2,6.7,7.0
Steve's Pizza,https://onebite.app/restaurant/steves-pizza-miami-fl-86bd5efb/review/c5ec616c-981f-46c9-aa41-0df6a0203856,6.9,"Miami, FL",2019-01-02 23:00:00.000000,FL,Miami,"12101 Biscayne Blvd, Miami, FL",https://google.com/maps/dir/?api=1&destination=Steve's%2BPizza%2C%2B12101%2BBiscayne%2BBlvd%2C%2BMiami%2C%2BFL%2C%2B33181,19689,1179,https://onebite.app/restaurant/steves-pizza-miami-fl-86bd5efb,6.8,18.0
Lucali,https://onebite.app/restaurant/lucali-miami-beach-fl-c82ac442/review/109ab6e6-70d4-44c8-9e26-9ea79829174e,8.1,"Miami Beach, FL",2018-12-28 23:00:00.000000,FL,Miami Beach,"1930 Bay Rd, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Lucali%2C%2B1930%2BBay%2BRd%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,27982,1409,https://onebite.app/restaurant/lucali-miami-beach-fl-c82ac442,8.6,84.0
Mister O1- South Beach,https://onebite.app/restaurant/mister-o1-south-beach-miami-beach-fl-57e78ef5/review/2b659ee1-a744-4cf0-852f-a866d038c6e1,8.9,"Miami Beach, FL",2018-12-26 23:00:00.000000,FL,Miami Beach,"1680 Michigan Ave, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Mister%2BO1-%2BSouth%2BBeach%2C%2B1680%2BMichigan%2BAve%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,40905,1378,https://onebite.app/restaurant/mister-o1-south-beach-miami-beach-fl-57e78ef5,8.6,133.0
Riko's Pizza,https://onebite.app/restaurant/rikos-pizza-stamford-ct-3adcb45e/review/fa5d901d-67cc-400c-ae14-f4f66ea425cd,8.2,"Stamford, CT",2018-12-21 23:00:00.000000,CT,Stamford,"886 Hope St, Stamford, CT",https://google.com/maps/dir/?api=1&destination=Riko's%2BPizza%2C%2B886%2BHope%2BSt%2C%2BStamford%2C%2BCT%2C%2B06907,22975,1317,https://onebite.app/restaurant/rikos-pizza-stamford-ct-3adcb45e,7.9,49.0
Colony Grill,https://onebite.app/restaurant/colony-grill-stamford-ct-72572c11/review/88eab743-59ce-4125-934c-244e8cade8f7,8.4,"Stamford, CT",2018-12-20 23:00:00.000000,CT,Stamford,"172 Myrtle Ave, Stamford, CT",https://google.com/maps/dir/?api=1&destination=Colony%2BGrill%2C%2B172%2BMyrtle%2BAve%2C%2BStamford%2C%2BCT%2C%2B06902,26998,1381,https://onebite.app/restaurant/colony-grill-stamford-ct-72572c11,7.9,125.0
California Pizza Kitchen at ...,https://onebite.app/restaurant/california-pizza-kitchen-at-park-ave-south-new-york-ny-3482c282/review/60454ae6-1480-43e9-9e27-3fa8bed08dc7,7.1,"New York, NY",2018-12-19 23:00:00.000000,NY,New York,"440 Park Ave S, New York, NY",https://google.com/maps/dir/?api=1&destination=California%2BPizza%2BKitchen%2Bat%2BPark%2BAve.%2BSouth%2C%2B440%2BPark%2BAve%2BS%2C%2BNew%2BYork%2C%2BNY%2C%2B10016,18691,1189,https://onebite.app/restaurant/california-pizza-kitchen-at-park-ave-south-new-york-ny-3482c282,6.6,2.0
Johnny Pepperoni,https://onebite.app/restaurant/johnny-pepperoni-hoboken-nj-44ceee14/review/4426985a-4be7-40d7-8de1-8e54112387b6,7.6,"Hoboken, NJ",2018-12-18 23:00:00.000000,NJ,Hoboken,"219 11th St, Hoboken, NJ",https://google.com/maps/dir/?api=1&destination=Johnny%2BPepperoni%2C%2B219%2B11th%2BSt%2C%2BHoboken%2C%2BNJ%2C%2B07030,18076,982,https://onebite.app/restaurant/johnny-pepperoni-hoboken-nj-44ceee14,7.9,21.0
